-22543.420493,-35728.503540,92.533268
-22336.675365,-35862.009343,-43.210676
-22126.259776,-35989.622140,-178.947519
-21912.207829,-36111.320183,-314.654947
-21694.552933,-36227.080549,-450.310632
-21473.327839,-36336.879124,-585.892203
-21248.564666,-36440.690575,-721.377227
-21020.294931,-36538.488330,-856.743192
-20788.549581,-36630.244552,-991.967483
-20553.359015,-36715.930112,-1127.027360
-20314.753121,-36795.514559,-1261.899939
-20072.761297,-36868.966092,-1396.562169
-19827.412480,-36936.251531,-1530.990810
-19578.735179,-36997.336278,-1665.162410
-19326.757494,-37052.184286,-1799.053282
-19071.507153,-37100.758022,-1932.639479
-18813.011532,-37143.018424,-2065.896773
-18551.297689,-37178.924867,-2198.800625
-18286.392387,-37208.435111,-2331.326162
-18018.322130,-37231.505262,-2463.448151
-17747.113184,-37248.089721,-2595.140968
-17472.791614,-37258.141134,-2726.378573
-17195.383308,-37261.610336,-2857.134476
-16914.914015,-37258.446298,-2987.381709
-16631.409372,-37248.596064,-3117.092791
-16344.894940,-37232.004692,-3246.239697
-16055.396236,-37208.615183,-3374.793820
-15762.938771,-37178.368413,-3502.725936
-15467.548088,-37141.203062,-3630.006161
-15169.249795,-37097.055530,-3756.603915
-14868.069612,-37045.859860,-3882.487876
-14564.033411,-36987.547646,-4007.625936
-14257.167258,-36922.047945,-4131.985152
-13947.497466,-36849.287176,-4255.531696
-13635.050638,-36769.189022,-4378.230800
-13319.853724,-36681.674312,-4500.046705
-13001.934076,-36586.660915,-4620.942593
-12681.319506,-36484.063610,-4740.880530
-12358.038351,-36373.793961,-4859.821394
-12032.119540,-36255.760176,-4977.724806
-11703.592664,-36129.866961,-5094.549052
-11372.488060,-35996.015368,-5210.251002
-11038.836886,-35854.102622,-5324.786021
-10702.671216,-35704.021953,-5438.107876
-10364.024136,-35545.662406,-5550.168640
-10022.929847,-35378.908639,-5660.918578
-9679.423779,-35203.640713,-5770.306038
-9333.542711,-35019.733867,-5878.277324
-8985.324908,-34827.058271,-5984.776564
-8634.810262,-34625.478769,-6089.745569
-8634.810286,-34625.478822,-6089.745488
-8282.040455,-34414.854749,-6193.123702
-7927.059054,-34195.039533,-6294.847938
-7569.911862,-33965.880304,-6394.852068
-7210.647007,-33727.217632,-6493.066948
-6849.315196,-33478.885165,-6589.420207
-6485.969956,-33220.709236,-6683.836010
-6120.667909,-32952.508438,-6776.234813
-5753.469074,-32674.093171,-6866.533085
-5384.437196,-32385.265148,-6954.643014
-5013.640117,-32085.816870,-7040.472176
-4641.150176,-31775.531046,-7123.923177
-4267.044669,-31454.179980,-7204.893267
-3891.406349,-31121.524898,-7283.273897
-3514.323984,-30777.315219,-7358.950253
-3135.892993,-30421.287765,-7431.800730
-2756.216141,-30053.165904,-7501.696344
-2375.404335,-29672.658613,-7568.500101
-1993.577510,-29279.459462,-7632.066273
-1610.865634,-28873.245496,-7692.239609
-1227.409841,-28453.676027,-7748.854444
-843.363724,-28020.391299,-7801.733714
-458.894793,-27573.011030,-7850.687837
-74.186154,-27111.132819,-7895.513471
310.561582,-26634.330387,-7935.992100
695.128105,-26142.151646,-7971.888445
1079.270871,-25634.116573,-8002.948658
1462.722183,-25109.714874,-8028.898271
1845.185798,-24568.403392,-8049.439853
2226.332978,-24009.603269,-8064.250333
2605.797873,-23432.696792,-8072.977915
2983.172103,-22837.023926,-8075.238535
3357.998361,-22221.878492,-8070.611745
3729.762848,-21586.503945,-8058.635944
4097.886251,-20930.088750,-8038.802805
4461.712957,-20251.761315,-8010.550748
4820.498076,-19550.584480,-7973.257258
5173.391728,-18825.549575,-7926.229799
5519.419934,-18075.570101,-7868.695027
5857.461190,-17299.475144,-7799.785906
6186.217597,-16496.002736,-7718.526268
6504.179014,-15663.793552,-7623.812197
6809.578250,-14801.385556,-7514.389513
7100.334631,-13907.210669,-7388.826395
7373.982416,-12979.595143,-7245.480017
7627.579340,-12016.766449,-7082.455783
7857.588957,-11016.871160,-6897.557533
8059.728374,-9978.011206,-6688.226927
8228.770336,-8898.310465,-6451.470360
8358.285580,-7776.031350,-6183.772559
8358.285329,-7776.029768,-6183.776184
8440.307604,-6609.771112,-5881.014594
8464.906579,-5398.803260,-5538.344234
8419.657282,-4143.623921,-5150.099065
8289.022557,-2846.867256,-4709.781946
8053.746378,-1514.765648,-4210.208209
7690.534472,-159.403537,-3644.015149
7172.666929,1198.087290,-3004.882648
6472.760162,2523.768215,-2289.924038
5569.280129,3768.381974,-1503.466764
4457.188566,4870.114655,-661.224439
3158.534690,5766.857983,208.333871
1723.728611,6415.521042,1069.033489
218.343244,6805.895817,1887.220495
-1296.226918,6958.622963,2640.213316
-2775.126748,6911.557611,3318.098472
-4191.757018,6706.052001,3920.523412
-5533.579575,6379.092947,4452.436051
-6796.982749,5960.697709,4920.921970
-7983.336282,5474.093203,5333.411627
-9096.479334,4936.875497,5696.844414
-10141.273362,4362.285730,6017.364805
-11122.822517,3760.298945,6300.276017
-12046.079876,3138.468639,6550.102732
-12915.666717,2502.555354,6770.690318
-13735.805512,1856.986697,6965.307972
-14510.311422,1205.192488,7136.742707
-15242.612177,549.849463,7287.380192
-15935.780229,-106.939042,7419.272308
-16592.568717,-763.510134,7534.192845
-17215.446993,-1418.542137,7633.683117
-17806.633704,-2070.979883,7719.089278
-18368.126646,-2719.977962,7791.592871
-18901.729208,-3364.857225,7852.235917
-19409.073578,-4005.071189,7901.941582
-19891.640960,-4640.179866,7941.531290
-20350.779160,-5269.829220,7971.738949
-20787.717858,-5893.734943,7993.222835
-21203.581864,-6511.669538,8006.575574
-21599.402656,-7123.451982,8012.332555
-21976.128424,-7728.939402,8010.979063
-22334.632834,-8328.020332,8002.956346
-22675.722697,-8920.609225,7988.666812
-23000.144692,-9506.641973,7968.478479
-23308.591277,-10086.072212,7942.728817
-23601.705893,-10658.868290,7911.728076
-23880.087572,-11225.010749,7875.762169
-24144.295006,-11784.490230,7835.095194
-24394.850172,-12337.305734,7789.971634
-24632.241550,-12883.463163,7740.618289
-24633.443835,-12882.747033,7740.935057
-24858.188078,-13422.240846,7687.583832
-25070.655581,-13955.107259,7630.436128
-25271.250411,-14481.366296,7569.675127
-25460.352975,-15001.041044,7505.472037
-25638.321882,-15514.157026,7437.987152
-25805.495627,-16020.741683,7367.370791
-25962.194111,-16520.823931,7293.764140
-26108.720020,-17014.433778,7217.300008
-26245.360079,-17501.602008,7138.103508
-26372.386190,-17982.359908,7056.292668
-26490.056465,-18456.739034,6971.978988
-26598.616179,-18924.771016,6885.267936
-26698.298632,-19386.487389,6796.259407
-26789.325940,-19841.919449,6705.048133
